0.000000000000000000e+00	1.498362412273181121e+00
1.000000000000000021e-03	2.013034664852499489e+00
2.000000000000000042e-03	2.484009024416920841e+00
3.000000000000000062e-03	4.467247170363141784e+00
4.000000000000000083e-03	4.859440137587601072e+00
5.000000000000000104e-03	5.166029684019991741e+00
6.000000000000000125e-03	5.432572698555839352e+00
7.000000000000000146e-03	5.580369411450837092e+00
8.000000000000000167e-03	5.755528061541431484e+00
9.000000000000001055e-03	5.858624564188400718e+00
1.000000000000000021e-02	5.865415356351469711e+00
1.099999999999999936e-02	5.949671163151392328e+00
1.200000000000000025e-02	5.930565259543988610e+00
1.300000000000000114e-02	5.862982391520230152e+00
1.400000000000000029e-02	5.976741058592655698e+00
1.499999999999999944e-02	5.934833920076729719e+00
1.600000000000000033e-02	5.963926249489786890e+00
1.700000000000000122e-02	5.888043689102365974e+00
1.800000000000000211e-02	5.971167169791558926e+00
1.899999999999999953e-02	5.932584416312769449e+00
2.000000000000000042e-02	5.974075970504162392e+00
2.100000000000000130e-02	6.024514235044829746e+00
2.199999999999999872e-02	6.038866280370536188e+00
2.299999999999999961e-02	5.900703170115824570e+00
2.400000000000000050e-02	5.933738579919642042e+00
2.500000000000000139e-02	6.014502566674090112e+00
2.600000000000000228e-02	6.061462873552186714e+00
2.699999999999999969e-02	5.979916238362535275e+00
2.800000000000000058e-02	6.104095153350321823e+00
2.900000000000000147e-02	6.017484994290774658e+00
2.999999999999999889e-02	6.068754379374336594e+00
3.099999999999999978e-02	6.002844061966499112e+00
3.200000000000000067e-02	6.073590068224181238e+00
3.300000000000000155e-02	6.133582068691366906e+00
3.400000000000000244e-02	6.155330784866895222e+00
3.500000000000000333e-02	6.271317812575254003e+00
3.600000000000000422e-02	6.210721152014120783e+00
3.699999999999999817e-02	6.248038097451525275e+00
3.799999999999999906e-02	6.266148914878040266e+00
3.899999999999999994e-02	6.258107447358499442e+00
4.000000000000000083e-02	6.305917754871273928e+00
4.100000000000000172e-02	6.386388439545775952e+00
4.200000000000000261e-02	6.270710288143846789e+00
4.300000000000000350e-02	6.392329850282323811e+00
4.399999999999999745e-02	6.467368108272780525e+00
4.499999999999999833e-02	6.444498641848279696e+00
4.599999999999999922e-02	6.461048875699523464e+00
4.700000000000000011e-02	6.387048583373159616e+00
4.800000000000000100e-02	6.429582143126673088e+00
4.900000000000000189e-02	6.499503614131835860e+00
5.000000000000000278e-02	6.512232736467532312e+00
5.100000000000000366e-02	6.515282333227419009e+00
5.200000000000000455e-02	6.573601789212975888e+00
5.299999999999999850e-02	6.579634385748345693e+00
5.399999999999999939e-02	6.503030712005476666e+00
5.500000000000000028e-02	6.625166668174554019e+00
5.600000000000000117e-02	6.607584704129237707e+00
5.700000000000000205e-02	6.563282400575383591e+00
5.800000000000000294e-02	6.528343397278913329e+00
5.900000000000000383e-02	6.512850708885665085e+00
5.999999999999999778e-02	6.545851506258539843e+00
6.099999999999999867e-02	6.611331257782170567e+00
6.199999999999999956e-02	6.619555598832756793e+00
6.300000000000000044e-02	6.520695649773413649e+00
6.400000000000000133e-02	6.609279197668005423e+00
6.500000000000000222e-02	6.538594091158513422e+00
6.600000000000000311e-02	6.613041399745673843e+00
6.700000000000000400e-02	6.545036217130428824e+00
6.800000000000000488e-02	6.550788092959809461e+00
6.900000000000000577e-02	6.635875872471451942e+00
7.000000000000000666e-02	6.655924614961046260e+00
7.100000000000000755e-02	6.618578521618280419e+00
7.200000000000000844e-02	6.629693244094373661e+00
7.299999999999999545e-02	6.661113874955835179e+00
7.399999999999999634e-02	6.678529410678671674e+00
7.499999999999999722e-02	6.699875449001637229e+00
7.599999999999999811e-02	6.664656302309934333e+00
7.699999999999999900e-02	6.725057185906851309e+00
7.799999999999999989e-02	6.674881075946973219e+00
7.900000000000000078e-02	6.717963000842505750e+00
8.000000000000000167e-02	6.684096651836698655e+00
8.100000000000000255e-02	6.770936116706770314e+00
8.200000000000000344e-02	6.745163422635288342e+00
8.300000000000000433e-02	6.767188439093179575e+00
8.400000000000000522e-02	6.787488858768711886e+00
8.500000000000000611e-02	6.781644984660029962e+00
8.600000000000000699e-02	6.877575205263513958e+00
8.700000000000000788e-02	6.863816421009774515e+00
8.799999999999999489e-02	6.835343530497627995e+00
8.899999999999999578e-02	6.943771945415544877e+00
8.999999999999999667e-02	6.883594372203614142e+00
9.099999999999999756e-02	6.964546486616933763e+00
9.199999999999999845e-02	6.943593661110362802e+00
9.299999999999999933e-02	6.981880139758922077e+00
9.400000000000000022e-02	6.994172867055587162e+00
9.500000000000000111e-02	6.843926177040388303e+00
9.600000000000000200e-02	6.965048679829139999e+00
9.700000000000000289e-02	7.055413606470620991e+00
9.800000000000000377e-02	7.027580565180415739e+00
9.900000000000000466e-02	7.045825984015516852e+00
1.000000000000000056e-01	7.071632990970843302e+00
1.010000000000000064e-01	7.017281552075544049e+00
1.020000000000000073e-01	7.113863818394478677e+00
1.030000000000000082e-01	6.958269425652789053e+00
1.040000000000000091e-01	7.034367535138269290e+00
1.049999999999999961e-01	7.097405161586874733e+00
