1864, 0.01796
752, 0.01798
1173, 0.01798
1802, 0.01798
1047, 0.018
242, 0.01808
1658, 0.01812
776, 0.01816
1607, 0.01816
1958, 0.0182
1049, 0.01822
1153, 0.01824
1971, 0.01824
589, 0.01826
906, 0.01828
694, 0.0183
292, 0.01832
1997, 0.01848
77, 0.01852
899, 0.01854
1748, 0.01862
1473, 0.01864
1641, 0.01866
1942, 0.01872
1579, 0.01878
898, 0.0188
1198, 0.01884
1321, 0.01884
1455, 0.01888
912, 0.0189
1810, 0.0189
782, 0.01894
1328, 0.01894
1803, 0.01894
689, 0.019
353, 0.01902
450, 0.01902
690, 0.01902
1206, 0.01906
14, 0.0191
307, 0.0191
1046, 0.0191
1721, 0.01912
371, 0.01914
865, 0.01916
500, 0.01918
747, 0.01922
1758, 0.01922
1461, 0.01924
598, 0.01926
1633, 0.01926
1275, 0.01928
183, 0.0193
762, 0.01936
1137, 0.0194
691, 0.01952
244, 0.01956
1800, 0.01956
1588, 0.01976
1647, 0.01982
806, 0.01996
1221, 0.01996
1919, 0.01996
1245, 0.02
1970, 0.02
344, 0.02004
613, 0.0201
913, 0.02012
1724, 0.02014
1634, 0.0202
708, 0.02024
1611, 0.02028
855, 0.02038
383, 0.0204
1773, 0.0204
296, 0.02044
1986, 0.0206
1051, 0.02064
819, 0.0207
566, 0.02072
921, 0.02076
1184, 0.02078
1171, 0.0208
324, 0.02082
909, 0.02084
480, 0.02096
1659, 0.02112
532, 0.02114
1373, 0.02118
163, 0.0212
1624, 0.0212
160, 0.02122
1235, 0.0213
1372, 0.02144
949, 0.02162
1246, 0.02162
1937, 0.02166
1434, 0.0217
385, 0.02172
933, 0.02172
2037, 0.02178
493, 0.0219
1115, 0.02192
661, 0.02216
2, 0.02236
1279, 0.02236
1881, 0.02236
1841, 0.02246
1606, 0.0225
1975, 0.02256
602, 0.02258
172, 0.02264
238, 0.02266
1204, 0.02266
1957, 0.02272
1418, 0.02274
1404, 0.0228
654, 0.02282
900, 0.02286
779, 0.0229
2026, 0.0229
278, 0.02292
1544, 0.02294
1620, 0.02294
1147, 0.02296
1946, 0.02296
152, 0.02298
518, 0.02298
1055, 0.023
971, 0.02302
228, 0.02306
1615, 0.0231
1095, 0.02312
1005, 0.02314
1627, 0.02322
1910, 0.02326
204, 0.02334
1725, 0.02334
75, 0.02336
1391, 0.02336
1603, 0.0235
1695, 0.02364
377, 0.02372
241, 0.02374
256, 0.0238
896, 0.02382
1675, 0.02384
748, 0.0239
222, 0.02394
807, 0.02402
1753, 0.02404
1108, 0.02414
277, 0.02416
41, 0.02418
1827, 0.0242
319, 0.02422
1850, 0.02428
429, 0.0243
884, 0.0243
179, 0.02432
1451, 0.02432
697, 0.02444
423, 0.02446
369, 0.02448
165, 0.0245
657, 0.0245
872, 0.0245
822, 0.02452
1737, 0.02452
114, 0.02454
622, 0.02454
1481, 0.02454
96, 0.02456
958, 0.02456
1757, 0.02458
299, 0.0246
957, 0.0246
1431, 0.02462
338, 0.02464
535, 0.02464
275, 0.02468
897, 0.02472
1966, 0.02476
864, 0.02482
259, 0.02488
834, 0.02488
1229, 0.02488
854, 0.0249
1248, 0.02498
294, 0.02502
576, 0.02504
1514, 0.02506
875, 0.02508
1194, 0.0251
217, 0.02512
1440, 0.02512
581, 0.02514
696, 0.02514
1179, 0.02518
1965, 0.0252
252, 0.02522
337, 0.02522
1383, 0.02522
1884, 0.02524
78, 0.02526
1720, 0.02528
181, 0.02532
1795, 0.02532
563, 0.02538
1530, 0.02552
346, 0.02558
1654, 0.02558
877, 0.02562
1369, 0.02562
1504, 0.02562
1264, 0.02564
19, 0.0257
823, 0.02576
1011, 0.02576
1419, 0.02576
685, 0.0258
1883, 0.02582
638, 0.02586
23, 0.0259
281, 0.02596
709, 0.02596
1340, 0.02598
1572, 0.02598
472, 0.02602
826, 0.02602
1736, 0.02606
556, 0.02608
1601, 0.02612
411, 0.02614
1792, 0.02616
731, 0.0262
1238, 0.0263
1342, 0.02634
1683, 0.02634
336, 0.02636
1130, 0.02638
1034, 0.0264
1205, 0.02642
20, 0.02644
341, 0.02648
1256, 0.02648
305, 0.02658
426, 0.02664
104, 0.02672
4, 0.02674
1357, 0.02678
1845, 0.02684
937, 0.02686
1781, 0.02686
289, 0.02688
778, 0.02688
1541, 0.02688
260, 0.0269
1804, 0.0269
1157, 0.02694
1836, 0.02694
378, 0.02702
1885, 0.02704
1174, 0.02706
1475, 0.0271
1955, 0.02712
127, 0.02716
262, 0.02716
766, 0.02722
273, 0.02726
621, 0.0273
1193, 0.02732
713, 0.02734
1128, 0.02734
1040, 0.02736
1041, 0.02738
1417, 0.02738
1959, 0.02742
743, 0.02744
1871, 0.02744
1042, 0.02748
600, 0.0275
1333, 0.02754
1520, 0.02754
889, 0.02756
1093, 0.02756
1454, 0.0276
191, 0.02764
802, 0.0277
105, 0.02776
1244, 0.02778
674, 0.0278
788, 0.02796
1025, 0.02802
1123, 0.02808
668, 0.0281
1664, 0.0281
1947, 0.02812
49, 0.02816
1614, 0.02832
1485, 0.02838
547, 0.02844
1001, 0.02844
1094, 0.02846
1510, 0.02852
1405, 0.02856
530, 0.0286
1751, 0.0286
1056, 0.02868
1334, 0.02868
904, 0.02872
1852, 0.02876
492, 0.0288
1626, 0.02882
1288, 0.0289
598, 0.02892
1706, 0.02898
1389, 0.02906
564, 0.0291
2021, 0.02912
1380, 0.0292
148, 0.02924
883, 0.02924
858, 0.02928
1247, 0.02928
1464, 0.02928
487, 0.02932
439, 0.02934
1058, 0.02938
74, 0.02944
1143, 0.02956
1197, 0.02964
1927, 0.02966
512, 0.02968
888, 0.02974
649, 0.02976
1961, 0.02984
147, 0.02998
223, 0.02998
873, 0.03
1181, 0.03002
1191, 0.03012
669, 0.03016
986, 0.03016
210, 0.0302
567, 0.03022
988, 0.03022
643, 0.03028
545, 0.0303
1857, 0.0303
206, 0.03036
1489, 0.03036
155, 0.03038
1324, 0.03038
1717, 0.03048
1409, 0.0305
537, 0.03054
580, 0.03056
1505, 0.03076
10, 0.03078
629, 0.0308
820, 0.03084
372, 0.03086
1029, 0.0309
610, 0.03092
722, 0.03096
379, 0.03098
1241, 0.03098
446, 0.03104
1009, 0.03104
1210, 0.03104
1426, 0.03104
151, 0.03106
1898, 0.03106
1310, 0.03112
245, 0.03114
173, 0.03116
1911, 0.03116
1681, 0.0312
200, 0.03122
1779, 0.03122
258, 0.03124
1048, 0.03124
599, 0.03128
711, 0.03128
1120, 0.0313
921, 0.03132
1407, 0.03132
16, 0.0314
62, 0.0314
1631, 0.03142
1663, 0.03142
1703, 0.03142
490, 0.03146
1107, 0.0315
1243, 0.0315
1480, 0.0315
1589, 0.0315
906, 0.03152
57, 0.03154
1336, 0.03156
82, 0.03158
1053, 0.03158
315, 0.0316
1067, 0.0316
1126, 0.0316
852, 0.03162
1142, 0.03164
1759, 0.03164
604, 0.03172
250, 0.03176
481, 0.03176
1315, 0.03176
86, 0.03178
1894, 0.03178
1649, 0.03192
1680, 0.03194
1198, 0.03196
639, 0.03198
983, 0.03198
1103, 0.03198
841, 0.032
1188, 0.03202
1132, 0.03206
1096, 0.03222
1231, 0.03222
1909, 0.03222
847, 0.0323
940, 0.0323
1325, 0.0323
199, 0.03232
1149, 0.03234
1941, 0.03236
1967, 0.03238
2018, 0.03238
129, 0.0324
868, 0.0324
178, 0.03242
736, 0.03242
1953, 0.03242
1233, 0.03244
2032, 0.03244
752, 0.03246
171, 0.03248
220, 0.03248
941, 0.03248
953, 0.03252
1524, 0.03252
803, 0.03254
1931, 0.03256
742, 0.03258
1236, 0.03258
1830, 0.03258
559, 0.03262
760, 0.03262
287, 0.03264
506, 0.0327
727, 0.0327
666, 0.03278
1542, 0.03278
197, 0.0328
408, 0.0328
1745, 0.0328
867, 0.03282
1286, 0.03282
1554, 0.03282
393, 0.03284
591, 0.03292
733, 0.03294
679, 0.03308
1017, 0.03314
233, 0.03316
642, 0.03318
1436, 0.03318
225, 0.03324
213, 0.03326
1676, 0.03336
496, 0.03338
1538, 0.0334
1602, 0.03342
330, 0.03348
354, 0.03348
1866, 0.03348
1227, 0.03352
748, 0.03354
53, 0.03356
1371, 0.03358
31, 0.0336
1136, 0.03362
845, 0.03364
1079, 0.03364
1642, 0.0337
896, 0.03374
9, 0.03376
1540, 0.03378
1352, 0.0338
1370, 0.03382
1727, 0.03382
791, 0.03384
1684, 0.03386
1379, 0.03388
1610, 0.03388
784, 0.0339
140, 0.03392
345, 0.03398
349, 0.03408
1424, 0.03412
99, 0.03414
517, 0.03416
945, 0.03416
1982, 0.03416
1271, 0.0342
1593, 0.03422
977, 0.03426
623, 0.03428
561, 0.03438
64, 0.0344
229, 0.03444
1616, 0.03448
946, 0.03452
1185, 0.03452
1386, 0.03454
1082, 0.03456
72, 0.03462
1821, 0.03462
1081, 0.03466
1882, 0.03466
1139, 0.03468
741, 0.0347
1254, 0.03474
1811, 0.03476
2039, 0.03478
1508, 0.0348
871, 0.03484
2023, 0.03486
221, 0.0349
717, 0.03494
982, 0.03498
1281, 0.03498
926, 0.0351
350, 0.0352
740, 0.0352
1457, 0.03538
1491, 0.03538
1089, 0.03544
326, 0.03546
1385, 0.03552
2045, 0.03552
92, 0.03554
846, 0.03556
801, 0.03558
156, 0.0356
985, 0.03562
1047, 0.03562
1876, 0.03562
1323, 0.03568
39, 0.03574
541, 0.03574
1659, 0.0358
1125, 0.03584
161, 0.03586
1118, 0.03586
2040, 0.03586
42, 0.0359
913, 0.0359
145, 0.03598
1818, 0.03604
435, 0.0361
1272, 0.0361
746, 0.03612
544, 0.03614
46, 0.03618
125, 0.03618
1648, 0.03618
1166, 0.03624
108, 0.03628
2022, 0.03628
1752, 0.03636
1568, 0.03642
1295, 0.03646
739, 0.03652
195, 0.03654
1902, 0.03654
934, 0.03656
1397, 0.03658
1064, 0.03666
149, 0.03668
1326, 0.0367
1763, 0.03672
453, 0.03674
1117, 0.03674
6, 0.03676
1829, 0.0368
1351, 0.03682
381, 0.03688
1912, 0.03688
1576, 0.0369
1160, 0.03692
620, 0.03702
2000, 0.03704
1347, 0.03706
1105, 0.0371
1322, 0.03712
931, 0.03718
1456, 0.0372
73, 0.03724
1211, 0.03726
1893, 0.03728
253, 0.03732
1975, 0.03732
1003, 0.03734
1799, 0.03734
2047, 0.03734
244, 0.03736
25, 0.03738
1280, 0.0374
358, 0.03742
328, 0.03744
1366, 0.03744
549, 0.03748
574, 0.03752
1754, 0.03752
1863, 0.03754
13, 0.03764
1318, 0.03766
203, 0.03768
279, 0.03768
1822, 0.0377
293, 0.03772
66, 0.0378
865, 0.0378
959, 0.0378
1195, 0.03782
1471, 0.03782
248, 0.03784
1939, 0.0379
1969, 0.03792
1858, 0.03796
616, 0.03804
963, 0.03808
925, 0.0381
2026, 0.03814
814, 0.03824
1016, 0.03826
1350, 0.03826
1046, 0.03828
405, 0.0384
1303, 0.03842
264, 0.0385
691, 0.03856
1109, 0.03862
1459, 0.03862
400, 0.03872
1590, 0.03872
1615, 0.03872
45, 0.03882
123, 0.03882
810, 0.03882
1276, 0.03886
1730, 0.0389
1899, 0.03892
409, 0.03896
1180, 0.03896
1024, 0.039
1609, 0.039
756, 0.03904
450, 0.0391
866, 0.03916
1013, 0.03918
1401, 0.03918
477, 0.03922
954, 0.03922
1060, 0.03924
918, 0.03926
498, 0.03932
1002, 0.03932
1550, 0.03934
1742, 0.03934
105, 0.03938
359, 0.03938
397, 0.03938
1419, 0.03938
1415, 0.0394
1707, 0.0394
267, 0.03942
401, 0.03942
855, 0.03948
1266, 0.03948
842, 0.03952
1222, 0.03952
427, 0.03954
1881, 0.03954
771, 0.03964
1077, 0.03964
1458, 0.0397
1444, 0.03974
1736, 0.03974
1856, 0.03976
1306, 0.03978
1521, 0.03978
182, 0.0398
1230, 0.03982
2006, 0.03982
307, 0.03986
690, 0.03986
1658, 0.03986
288, 0.0399
1875, 0.0399
1097, 0.03992
1932, 0.03992
1252, 0.03994
1365, 0.03994
2041, 0.03996
965, 0.03998
1146, 0.04
1980, 0.04002
424, 0.04004
745, 0.04006
893, 0.04006
189, 0.04014
957, 0.04016
1495, 0.04026
1051, 0.0403
478, 0.04032
986, 0.0404
1671, 0.04044
687, 0.0405
785, 0.0405
715, 0.04052
316, 0.04058
519, 0.04062
724, 0.04062
272, 0.04064
955, 0.04068
608, 0.04072
1023, 0.04074
1596, 0.04078
540, 0.0408
208, 0.04092
16, 0.04098
1699, 0.04102
648, 0.04104
1887, 0.04104
471, 0.04112
366, 0.04114
843, 0.04116
1889, 0.04116
1847, 0.04118
1102, 0.0412
1560, 0.0412
1844, 0.0412
1065, 0.04128
1914, 0.0413
1595, 0.04132
935, 0.04134
1669, 0.04138
560, 0.0414
1398, 0.0414
1452, 0.04144
254, 0.04156
481, 0.04156
523, 0.04162
1152, 0.04162
853, 0.04164
153, 0.04172
459, 0.04172
402, 0.04174
528, 0.04174
547, 0.04174
1785, 0.04178
2003, 0.04178
196, 0.0418
1474, 0.04182
2008, 0.04186
782, 0.04196
1618, 0.042
708, 0.04202
1414, 0.04204
1429, 0.04204
936, 0.04206
1554, 0.04206
1929, 0.04206
992, 0.04208
702, 0.0421
1114, 0.0421
1922, 0.0421
1923, 0.0421
414, 0.04212
1815, 0.04212
1833, 0.04212
479, 0.04214
1259, 0.04214
662, 0.04216
1428, 0.0422
1522, 0.0422
576, 0.04222
1552, 0.04222
1121, 0.04224
1068, 0.04226
1572, 0.04228
795, 0.04232
1200, 0.04232
360, 0.04236
1620, 0.04242
1849, 0.04248
835, 0.04252
256, 0.04254
1319, 0.04258
1493, 0.04258
1668, 0.04258
1243, 0.0426
1842, 0.04262
736, 0.04264
1330, 0.04274
1907, 0.04274
423, 0.04276
1078, 0.04276
1892, 0.04282
1835, 0.04296
443, 0.04302
438, 0.04304
570, 0.04306
1219, 0.04308
169, 0.0431
960, 0.0431
1794, 0.0432
790, 0.04322
978, 0.04324
1801, 0.04328
1059, 0.04336
600, 0.04338
1734, 0.04338
158, 0.04342
1797, 0.04356
697, 0.0436
1579, 0.04362
1597, 0.04368
1333, 0.04378
49, 0.04384
910, 0.0439
1263, 0.04394
1962, 0.04402
1096, 0.04434
1070, 0.04452
1903, 0.04454
1208, 0.04464
30, 0.04478
1251, 0.04478
1769, 0.0448
334, 0.04484
676, 0.04488
723, 0.0449
436, 0.04492
268, 0.04494
109, 0.04498
762, 0.04498
837, 0.045
587, 0.04502
817, 0.04504
1715, 0.04504
1331, 0.04508
1706, 0.04508
1593, 0.04514
1791, 0.04518
266, 0.04524
890, 0.04532
1896, 0.04532
1125, 0.04534
1748, 0.0454
664, 0.04544
1546, 0.04548
1431, 0.0455
1574, 0.0455
1586, 0.0455
15, 0.04562
634, 0.04564
1368, 0.04568
720, 0.0457
164, 0.04572
1378, 0.04576
1425, 0.04576
1978, 0.0458
1183, 0.04582
2021, 0.04584
1970, 0.04588
514, 0.0459
626, 0.04592
898, 0.04606
1179, 0.04606
1819, 0.04606
1499, 0.04608
228, 0.04612
1389, 0.04612
1723, 0.04618
429, 0.04622
533, 0.04628
1404, 0.04632
1144, 0.04634
1963, 0.04634
802, 0.04636
1332, 0.0464
1974, 0.04642
389, 0.0466
1836, 0.0466
355, 0.04662
236, 0.04664
1952, 0.04668
44, 0.04672
606, 0.04674
406, 0.04676
29, 0.0468
803, 0.0468
1310, 0.04682
763, 0.04688
1354, 0.04688
216, 0.04698
617, 0.04698
742, 0.047
1036, 0.047
200, 0.04702
1483, 0.04706
1416, 0.04708
1997, 0.04708
1004, 0.04712
1282, 0.04716
976, 0.0472
670, 0.04724
770, 0.04724
1578, 0.04724
1627, 0.04724
506, 0.04726
844, 0.04726
2004, 0.04728
858, 0.0473
1091, 0.0473
78, 0.04732
474, 0.04732
1694, 0.04736
318, 0.04738
594, 0.0474
673, 0.0474
1514, 0.04742
1155, 0.04744
377, 0.04746
432, 0.04746
112, 0.04752
732, 0.04752
1373, 0.04752
37, 0.04756
1145, 0.04756
1187, 0.04758
1827, 0.04758
668, 0.0476
672, 0.0476
1418, 0.0476
1528, 0.04764
1358, 0.04766
677, 0.0477
1895, 0.0477
849, 0.04772
1702, 0.04772
214, 0.04774
688, 0.04778
1646, 0.04784
1711, 0.04788
1612, 0.0479
1264, 0.04794
1533, 0.04794
665, 0.04796
707, 0.04798
1872, 0.04798
899, 0.04802
77, 0.04804
1537, 0.04804
1446, 0.04806
65, 0.04808
1015, 0.04808
2015, 0.04808
1965, 0.0481
638, 0.04814
1832, 0.04814
154, 0.04816
134, 0.04822
1084, 0.04822
1897, 0.04822
1805, 0.04828
887, 0.04832
733, 0.04838
885, 0.04838
1278, 0.04846
1325, 0.04846
188, 0.04848
320, 0.04852
1524, 0.04854
1651, 0.04858
1870, 0.0486
1433, 0.04864
1781, 0.04864
615, 0.04868
157, 0.04874
93, 0.04876
558, 0.04876
1633, 0.04878
2030, 0.04886
1112, 0.04894
1954, 0.04896
1006, 0.049
1000, 0.04908
1048, 0.04912
298, 0.04914
728, 0.04914
1598, 0.04916
1327, 0.04924
852, 0.04926
19, 0.04928
183, 0.04928
1053, 0.04928
36, 0.04932
2011, 0.04936
777, 0.0494
1768, 0.0494
1355, 0.04946
428, 0.0495
1662, 0.04952
1811, 0.04952
1908, 0.04952
525, 0.04954
1761, 0.04954
357, 0.04958
1690, 0.0496
50, 0.04966
156, 0.04966
121, 0.04968
1654, 0.04968
1629, 0.0497
383, 0.04974
1858, 0.04982
399, 0.04986
1718, 0.04986
1743, 0.04988
861, 0.05004
11, 0.05006
950, 0.05008
408, 0.0501
943, 0.05012
47, 0.05016
1825, 0.0502
987, 0.05022
1645, 0.05024
203, 0.0503
319, 0.0503
833, 0.05032
1944, 0.05036
2029, 0.05038
388, 0.0504
1451, 0.0504
9, 0.0505
20, 0.0505
1650, 0.0505
375, 0.05056
1147, 0.0506
1293, 0.0506
806, 0.05066
516, 0.05068
1352, 0.0507
1935, 0.0507
1217, 0.05072
1874, 0.05074
498, 0.05076
1075, 0.05076
186, 0.05078
1792, 0.05078
1942, 0.05078
313, 0.0508
900, 0.0508
2013, 0.05084
1370, 0.05086
1705, 0.05086
2042, 0.05086
1169, 0.05094
1316, 0.05096
796, 0.05098
201, 0.051
1464, 0.051
205, 0.05106
1556, 0.05108
63, 0.0511
306, 0.0511
1064, 0.05112
1841, 0.05112
213, 0.05114
1340, 0.05124
1444, 0.05124
916, 0.0513
1851, 0.05132
896, 0.05134
1040, 0.05134
1485, 0.05138
1771, 0.0514
1803, 0.05142
680, 0.05144
2036, 0.05144
126, 0.05146
1103, 0.05148
129, 0.0515
605, 0.05156
1011, 0.05168
1173, 0.05172
1379, 0.05172
293, 0.05176
1257, 0.05176
1419, 0.05176
1911, 0.05176
1129, 0.05178
1050, 0.0518
4, 0.05182
1871, 0.05186
1735, 0.05192
1248, 0.05194
1799, 0.052
90, 0.05204
599, 0.05204
998, 0.05204
1940, 0.05214
592, 0.0522
1687, 0.05228
1026, 0.05234
2007, 0.05238
341, 0.05242
1830, 0.05242
2038, 0.05256
378, 0.05262
629, 0.0527
892, 0.05274
281, 0.05282
1932, 0.05302
185, 0.05304
1014, 0.0531
1326, 0.05312
1475, 0.05318
142, 0.05322
302, 0.05324
1044, 0.05324
1081, 0.0533
1785, 0.0535
241, 0.05352
1496, 0.05356
89, 0.05358
1246, 0.0536
218, 0.05362
1752, 0.05366
215, 0.05368
365, 0.0537
1838, 0.05372
147, 0.05374
825, 0.05374
184, 0.05376
990, 0.0538
952, 0.05382
1703, 0.05388
2020, 0.0539
449, 0.05394
391, 0.05396
870, 0.05402
2027, 0.05404
1247, 0.05406
1656, 0.05406
60, 0.05408
603, 0.0541
1116, 0.05414
140, 0.05416
694, 0.05416
1160, 0.05418
108, 0.0542
867, 0.0542
1284, 0.0542
602, 0.05432
1733, 0.05434
1876, 0.05436
2037, 0.05436
1700, 0.05438
1572, 0.0544
46, 0.05442
1449, 0.05442
490, 0.05448
755, 0.05448
1672, 0.05448
1273, 0.05452
1716, 0.0546
64, 0.05468
671, 0.05472
1488, 0.05474
933, 0.05478
780, 0.0548
1938, 0.05482
453, 0.05498
930, 0.0551
822, 0.0555
1307, 0.05564
853, 0.05566
1712, 0.05568
43, 0.0557
1559, 0.0557
1762, 0.0557
1, 0.05572
631, 0.0558
380, 0.05582
1457, 0.05586
959, 0.05592
746, 0.05608
736, 0.0562
807, 0.05628
1058, 0.05628
1824, 0.05636
1381, 0.05656
5, 0.05676
491, 0.05676
469, 0.05678
1747, 0.05684
462, 0.0569
704, 0.05692
1987, 0.05696
1383, 0.05698
860, 0.0571
1133, 0.0571
1816, 0.0571
1171, 0.05712
1122, 0.05714
1468, 0.05718
144, 0.0572
1632, 0.05722
272, 0.05724
750, 0.05724
1236, 0.05732
162, 0.05738
610, 0.05752
637, 0.05754
988, 0.05756
233, 0.0576
570, 0.05772
1118, 0.05778
1203, 0.05782
1425, 0.05782
1988, 0.05784
27, 0.05794
1251, 0.058
758, 0.05802
1046, 0.05808
1707, 0.05808
1052, 0.0581
160, 0.05812
1467, 0.05814
994, 0.05818
1144, 0.05824
1996, 0.05824
41, 0.05826
387, 0.05826
608, 0.05828
1221, 0.05828
1657, 0.05832
1778, 0.05838
743, 0.05844
658, 0.05846
1098, 0.05846
1164, 0.05846
269, 0.05852
628, 0.05854
1277, 0.05854
891, 0.05856
851, 0.0586
1934, 0.05864
1114, 0.05866
1198, 0.0587
321, 0.05874
730, 0.05874
724, 0.05882
1201, 0.05888
264, 0.05892
1163, 0.05892
1780, 0.05896
199, 0.059
386, 0.05904
559, 0.05912
353, 0.05916
305, 0.0592
62, 0.05924
683, 0.05928
1268, 0.05928
76, 0.05932
1719, 0.05932
1533, 0.05936
1834, 0.05936
945, 0.0594
1471, 0.05942
1744, 0.05942
1375, 0.0595
422, 0.05958
1985, 0.05958
221, 0.0596
820, 0.05964
1347, 0.05964
625, 0.05974
1972, 0.05974
1321, 0.05976
180, 0.0598
1271, 0.05984
1473, 0.05986
620, 0.05988
1165, 0.05994
1679, 0.05998
439, 0.06004
1666, 0.06004
1677, 0.06006
1909, 0.06012
504, 0.06014
484, 0.06016
192, 0.0602
814, 0.06022
562, 0.06024
660, 0.06024
1882, 0.06026
1195, 0.06028
1417, 0.0603
1579, 0.06032
347, 0.06038
1148, 0.06038
1670, 0.06038
100, 0.06042
1737, 0.06046
1576, 0.06048
106, 0.0605
1404, 0.0605
1446, 0.06052
1884, 0.06056
1916, 0.06056
966, 0.06066
478, 0.06072
1480, 0.06072
1200, 0.06074
1369, 0.06074
1893, 0.06084
1420, 0.06096
1474, 0.06102
50, 0.06106
576, 0.06106
39, 0.06112
81, 0.06118
240, 0.06122
662, 0.06122
1551, 0.06122
1145, 0.06126
1262, 0.06126
1494, 0.06132
1567, 0.06132
1025, 0.06134
1329, 0.06136
261, 0.06138
926, 0.06142
802, 0.06144
1135, 0.06146
1860, 0.06146
1547, 0.06148
1948, 0.0615
283, 0.06152
501, 0.06154
901, 0.06162
1142, 0.06164
49, 0.06168
585, 0.06174
1754, 0.06176
1787, 0.06182
474, 0.06186
862, 0.06186
255, 0.062
1319, 0.06204
1855, 0.06212
823, 0.06216
1388, 0.06218
1623, 0.06218
1001, 0.0623
400, 0.06244
630, 0.06244
1141, 0.06246
378, 0.06248
384, 0.06248
402, 0.06248
1878, 0.0625
1520, 0.06258
274, 0.0626
1710, 0.0626
1525, 0.06262
1981, 0.06264
1734, 0.06272
643, 0.06278
1223, 0.06278
1978, 0.06284
842, 0.06286
961, 0.06292
350, 0.06294
1045, 0.06294
1216, 0.06304
1796, 0.06306
119, 0.06308
1532, 0.0631
1652, 0.06314
138, 0.06316
756, 0.06318
1235, 0.06318
1407, 0.06322
770, 0.06324
1809, 0.06328
55, 0.0633
967, 0.06332
1024, 0.06332
1393, 0.06332
1839, 0.06336
332, 0.06338
375, 0.06338
642, 0.06338
149, 0.06344
309, 0.06344
646, 0.0635
1349, 0.06354
84, 0.06356
1899, 0.06356
296, 0.06358
452, 0.06362
1543, 0.06364
246, 0.06368
641, 0.06368
768, 0.06374
1290, 0.06374
1689, 0.06376
1179, 0.0638
1308, 0.0638
277, 0.06384
1332, 0.06384
1511, 0.06388
1415, 0.06394
1487, 0.06394
955, 0.06402
189, 0.06408
376, 0.0641
593, 0.06422
306, 0.06424
304, 0.06428
806, 0.06428
1335, 0.06428
710, 0.0644
1254, 0.06444
760, 0.06446
1287, 0.06448
937, 0.0645
427, 0.06452
1829, 0.06454
253, 0.06456
326, 0.06456
1885, 0.06456
707, 0.06464
301, 0.0648
1880, 0.06482
1129, 0.06488
879, 0.06492
1130, 0.06494
1749, 0.06496
537, 0.06498
1818, 0.06498
1790, 0.06502
74, 0.06504
884, 0.06506
906, 0.06506
1423, 0.0651
1405, 0.06512
92, 0.06518
1015, 0.06518
741, 0.0652
250, 0.06522
717, 0.06524
331, 0.06528
1003, 0.06528
712, 0.06532
1492, 0.06534
51, 0.0654
701, 0.0654
1968, 0.0654
1105, 0.06544
175, 0.06546
1575, 0.06548
1495, 0.06552
